id,mailto_wave2
2,False
41,False
390,False
1138,False
2092,True
2176,True
2403,False
2994,False
3143,True
3186,False
3755,False
3927,True
4807,False
5969,False
6026,True
6222,True
6234,False
6774,True
6787,True
6804,False
6948,False
7272,False
8562,True
8866,True
9806,False
10022,True
10223,False
10465,False
10598,False
12119,True
13083,True
13140,True
13797,True
14915,False
15153,False
15477,False
16135,False
16215,False
16491,True
16518,False
17790,True
18152,True
18335,True
18898,False
19060,False
19083,False
19667,True
20309,True
20482,True
20939,False
20979,True
21243,False
21634,True
22235,True
22311,False
22390,False
22547,False
22748,True
22982,False
23227,False
23328,False
23621,False
24773,True
24797,False
25511,True
25841,False
26139,False
26501,True
26571,False
27875,False
29129,True
29948,True
30212,True
30377,False
30612,False
30657,True
31031,False
31307,False
31733,True
31988,True
32269,False
32845,True
33122,True
33445,False
33986,False
34063,False
34465,True
34664,False
35217,False
35409,False
35580,True
36064,False
36202,False
36638,True
36704,False
36985,False
37414,True
37481,False
37521,True
37741,True
37808,False
37949,False
38126,False
38398,True
38536,True
38901,False
39051,False
40034,False
40287,False
40349,True
40449,True
40678,False
41057,False
41301,True
41404,False
41410,False
41721,False
41723,False
42522,False
42550,True
42609,True
43109,False
43385,False
43397,True
43479,False
43617,True
43864,False
44130,True
44133,True
44462,False
44522,False
44580,True
44937,True
45905,False
47438,True
48459,False
48593,False
49096,False
49281,False
49754,False
50018,False
50030,False
50759,False
51380,False
51402,False
53018,False
53655,True
54451,True
54693,True
54969,True
55175,True
56811,False
57195,True
57314,True
57371,False
58478,False
59624,False
59795,False
59988,False
60108,True
60453,True
60461,False
60552,True
60702,True
61004,True
62434,False
62973,False
63038,False
63230,True
64035,True
64359,False
64419,True
65195,False
65203,False
65236,True
65651,False
65694,False
66566,False
66816,False
67256,True
68293,False
68926,False
69702,True
70239,False
70345,False
70413,False
70450,False
71287,False
71588,True
72031,True
72188,False
72592,True
72761,False
72890,False
72975,False
73041,False
73082,False
73384,False
73535,True
74077,False
74876,False
1067,False
2078,False
5153,False
5405,False
5934,False
6129,False
6414,True
6660,True
6664,False
6781,False
7843,False
8219,False
9468,True
10381,False
10637,False
10923,False
11201,True
12859,False
13132,False
13453,True
13837,False
14051,False
14159,False
14783,False
15439,True
15599,False
16737,True
16832,True
17301,False
17415,False
18641,False
18860,True
18868,False
19514,True
19578,True
19587,False
20751,False
20847,False
20909,False
21254,True
21317,True
21785,False
21897,False
21903,False
22004,True
22484,False
22751,True
23518,False
24215,False
24390,False
24770,True
25993,False
26282,False
26520,True
26599,False
28404,True
28459,True
28613,True
28752,False
29234,True
29244,False
29693,False
30173,False
30841,False
31826,False
32798,False
32806,False
33709,False
33804,True
34950,False
36616,False
36754,False
36916,False
37303,False
37842,True
38581,True
39541,True
39796,False
39937,True
41696,True
41720,False
42771,True
44176,True
44574,True
45325,False
45479,False
45903,True
46017,True
46387,True
47975,False
48032,False
48215,True
48223,False
49022,False
49470,False
49735,True
50080,False
50275,True
51113,False
51591,False
51858,False
52027,True
52469,False
52759,False
53710,False
54061,True
54698,False
55091,False
55596,True
56406,False
56681,False
56834,True
57041,True
57505,False
57594,False
57869,True
58109,False
58186,True
58610,False
59238,False
60513,True
60917,False
61743,True
61953,False
61960,False
62356,True
63462,True
63836,False
65295,True
66044,False
66513,False
67198,False
67317,True
67403,True
67860,False
68376,True
69305,False
70726,True
71379,True
71565,True
